abstract,author,title
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	, 
","
                Yu Zhao, Yong Li, Tapan Kumar Saha, Olav Krause
            "," , , , , UTC: 00:30 - 09:30,
                Mitigation of Distributed Generation Impact on Protective Devices in a Distribution Network by Superconducting Fault Current Limiter  [APPEEC 2013]
            "
,"
                Ding Ding, Chongjie Wang
            "," , , , , UTC: 00:30 - 09:30,
                Architectural Technology Strategies of Zero Energy Solar House  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,"
                R. C. Pallugna, A. B. Cultura, C. M. Gozon, N. R. Estoperez
            "," , , , , UTC: 00:30 - 09:30,
                Low-cost Remote Rain and Stream Data Acquisition System for Mapping of Potential Micro-Hydro Sites  [APPEEC 2013]
            "
,"
                Qiubo Peng, Hongbin Pan, Yong Liu, Lidan Xiang
            "," , , , , UTC: 00:30 - 09:30,
                Dual-loop Control Strategy for Grid-connected Inverter with LCL Filter  [APPEEC 2013]
            "
,"
                Jinxin Huang, Nannan Gao, Hongbo Li
            "," , , , , UTC: 00:30 - 09:30,
                Modeling and Optimization of Capacitive Converter for Energy Scavenging System  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,"
                Yukai Liu, Zhijian Hu, Ziyong Zhang, Jianglei Suo, Kaibin Liang
            "," , , , , UTC: 00:30 - 09:30,
                Research on the Three-phase Photovoltaic Grid-connected Control Strategy  [APPEEC 2013]
            "
,"
                Mingzhi Zhao, Yanling Zhang, Shijin Song, Xiaoming Zhang
            "," , , , , UTC: 00:30 - 09:30,
                Feasibility Analysis of Constructing Solar Power Plant by Combining Large Scale Wind Farm  [APPEEC 2013]
            "
,"
                Xiaowei Sun, Yulei Xie, Zhenghui Fu, Hongkuan Zang
            "," , , , , UTC: 00:30 - 09:30,
                Study on the Traffic Energy System Model in Urumqi Based on Scenario Analysis Methods  [APPEEC 2013]
            "
,"
                Yong Hu, Ji-zhen Liu, De-liang Zeng, Wei Wang, Ya-zhe Li
            "," , , , , UTC: 00:30 - 09:30,
                The Optimal Steam Pressure of Thermal Power Plant in a Given Load  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,"
                Jinquan Wang, Jianke Li, Shuhua Qian, Jingjing Chen, Jianhua Fang, Yachao Hu
            "," , , , , UTC: 00:30 - 09:30,
                Research on Harmonic Characteristics of Nonlinear Loads in PEMFC Generator  [APPEEC 2013]
            "
